Pair_type	miRNA_loci	Canonical_miRNA_ID	Canonical_Seq_ID	Chr	H_start	H_end	Strand	miRNA_A	Seq_ID_A	miRNA_B	Seq_ID_B	Pearson_r	Pearson_p	Library_Jaccard	Shared_libraries	Union_libraries	Libraries_A	Libraries_B
isomiR-isomiR	gma-miR169a	gma-miR169a	miR85_R222_L21	9	40224259	40224342	+	gma-miR169a.v2	miR360_R27_L20	gma-miR169a.v3	miR431_R20_L22	-0.18731974226924866	0.6043158973150546	0.0	0	47	27	20
canonical-isomiR	gma-miR169ab	gma-miR169ab	miR174_R90_L20	15	14409511	14409580	+	gma-miR169ab	miR174_R90_L20	gma-miR169ab.v1	miR163_R99_L22	0.12978062570144566	0.7208384012004678	0.11834319526627218	20	169	90	99
canonical-isomiR	gma-miR169ab	gma-miR169ab	miR174_R90_L20	15	14409511	14409580	+	gma-miR169ab	miR174_R90_L20	gma-miR169ab.v2	miR1308_R2_L21	0.15379594526713594	0.6714166832395202	0.01098901098901099	1	91	90	2
isomiR-isomiR	gma-miR169ab	gma-miR169ab	miR174_R90_L20	15	14409511	14409580	+	gma-miR169ab.v1	miR163_R99_L22	gma-miR169ab.v2	miR1308_R2_L21	-0.35782883135189714	0.31000896331436245	0.01	1	100	99	2
canonical-isomiR	gma-miR169ac	gma-miR169ac	miR174_R90_L20	15	14412186	14412261	+	gma-miR169ac	miR174_R90_L20	gma-miR169ac.v1	miR163_R99_L22	0.12978062570144566	0.7208384012004678	0.11834319526627218	20	169	90	99
canonical-isomiR	gma-miR169ac	gma-miR169ac	miR174_R90_L20	15	14412186	14412261	+	gma-miR169ac	miR174_R90_L20	gma-miR169ac.v2	miR1308_R2_L21	0.15379594526713594	0.6714166832395202	0.01098901098901099	1	91	90	2
isomiR-isomiR	gma-miR169ac	gma-miR169ac	miR174_R90_L20	15	14412186	14412261	+	gma-miR169ac.v1	miR163_R99_L22	gma-miR169ac.v2	miR1308_R2_L21	-0.35782883135189714	0.31000896331436245	0.01	1	100	99	2
canonical-isomiR	gma-miR169ad	gma-miR169ad	miR170_R95_L21	15	14423409	14423505	+	gma-miR169ad	miR170_R95_L21	gma-miR169ad.v1	miR1181_R3_L20	-0.40649878103939296	0.24372439396434567	0.0	0	98	95	3
canonical-isomiR	gma-miR169c	gma-miR169c	miR170_R95_L21	9	5314425	5314522	+	gma-miR169c	miR170_R95_L21	gma-miR169c.v1	miR1181_R3_L20	-0.40649878103939296	0.24372439396434567	0.0	0	98	95	3
canonical-isomiR	gma-miR169d	gma-miR169d	miR1307_R2_L23	15	14391902	14391963	+	gma-miR169d	miR1307_R2_L23	gma-miR169d.v1	miR163_R99_L22	-0.0856028026541118	0.8141100295704289	0.020202020202020204	2	99	2	99
canonical-isomiR	gma-miR169d	gma-miR169d	miR1307_R2_L23	15	14391902	14391963	+	gma-miR169d	miR1307_R2_L23	gma-miR169d.v2	miR174_R90_L20	-0.03432148943385829	0.92501011890687	0.01098901098901099	1	91	2	90
canonical-isomiR	gma-miR169d	gma-miR169d	miR1307_R2_L23	15	14391902	14391963	+	gma-miR169d	miR1307_R2_L23	gma-miR169d.v3	miR1308_R2_L21	-0.10785626670563622	0.7667899452681733	0.0	0	4	2	2
isomiR-isomiR	gma-miR169d	gma-miR169d	miR1307_R2_L23	15	14391902	14391963	+	gma-miR169d.v1	miR163_R99_L22	gma-miR169d.v2	miR174_R90_L20	0.12978062570144566	0.7208384012004678	0.11834319526627218	20	169	99	90
isomiR-isomiR	gma-miR169d	gma-miR169d	miR1307_R2_L23	15	14391902	14391963	+	gma-miR169d.v1	miR163_R99_L22	gma-miR169d.v3	miR1308_R2_L21	-0.35782883135189714	0.31000896331436245	0.01	1	100	99	2
isomiR-isomiR	gma-miR169d	gma-miR169d	miR1307_R2_L23	15	14391902	14391963	+	gma-miR169d.v2	miR174_R90_L20	gma-miR169d.v3	miR1308_R2_L21	0.15379594526713594	0.6714166832395202	0.01098901098901099	1	91	90	2
canonical-isomiR	gma-miR169e	gma-miR169e	miR174_R90_L20	15	14415108	14415165	+	gma-miR169e	miR174_R90_L20	gma-miR169e.v1	miR163_R99_L22	0.12978062570144566	0.7208384012004678	0.11834319526627218	20	169	90	99
canonical-isomiR	gma-miR169e	gma-miR169e	miR174_R90_L20	15	14415108	14415165	+	gma-miR169e	miR174_R90_L20	gma-miR169e.v2	miR1308_R2_L21	0.15379594526713594	0.6714166832395202	0.01098901098901099	1	91	90	2
isomiR-isomiR	gma-miR169e	gma-miR169e	miR174_R90_L20	15	14415108	14415165	+	gma-miR169e.v1	miR163_R99_L22	gma-miR169e.v2	miR1308_R2_L21	-0.35782883135189714	0.31000896331436245	0.01	1	100	99	2
canonical-isomiR	gma-miR169f	gma-miR169f	miR85_R222_L21	10	43437576	43437688	-	gma-miR169f	miR85_R222_L21	gma-miR169f.v1	miR119_R149_L21	0.4042537838652873	0.24659034168450644	0.033426183844011144	12	359	222	149
canonical-isomiR	gma-miR169f	gma-miR169f	miR85_R222_L21	10	43437576	43437688	-	gma-miR169f	miR85_R222_L21	gma-miR169f.v2	miR174_R90_L20	0.7969297837339926	0.0057758100474153305	0.39285714285714285	88	224	222	90
canonical-isomiR	gma-miR169f	gma-miR169f	miR85_R222_L21	10	43437576	43437688	-	gma-miR169f	miR85_R222_L21	gma-miR169f.v3	miR360_R27_L20	0.292632265407056	0.4119247686402675	0.11160714285714286	25	224	222	27
isomiR-isomiR	gma-miR169f	gma-miR169f	miR85_R222_L21	10	43437576	43437688	-	gma-miR169f.v1	miR119_R149_L21	gma-miR169f.v2	miR174_R90_L20	0.25308333111268444	0.48049823939621966	0.0	0	239	149	90
isomiR-isomiR	gma-miR169f	gma-miR169f	miR85_R222_L21	10	43437576	43437688	-	gma-miR169f.v1	miR119_R149_L21	gma-miR169f.v3	miR360_R27_L20	-0.22209275866854777	0.5374347707882817	0.0	0	176	149	27
isomiR-isomiR	gma-miR169f	gma-miR169f	miR85_R222_L21	10	43437576	43437688	-	gma-miR169f.v2	miR174_R90_L20	gma-miR169f.v3	miR360_R27_L20	0.2188560739607377	0.5435318897144129	0.14705882352941177	15	102	90	27
canonical-isomiR	gma-miR169g	gma-miR169g	miR85_R222_L21	17	4634882	4634990	-	gma-miR169g	miR85_R222_L21	gma-miR169g.v1	miR174_R90_L20	0.7969297837339926	0.0057758100474153305	0.39285714285714285	88	224	222	90
canonical-isomiR	gma-miR169g	gma-miR169g	miR85_R222_L21	17	4634882	4634990	-	gma-miR169g	miR85_R222_L21	gma-miR169g.v2	miR360_R27_L20	0.292632265407056	0.4119247686402675	0.11160714285714286	25	224	222	27
isomiR-isomiR	gma-miR169g	gma-miR169g	miR85_R222_L21	17	4634882	4634990	-	gma-miR169g.v1	miR174_R90_L20	gma-miR169g.v2	miR360_R27_L20	0.2188560739607377	0.5435318897144129	0.14705882352941177	15	102	90	27
canonical-isomiR	gma-miR169m	gma-miR169m	miR85_R222_L21	13	22270427	22270527	+	gma-miR169m	miR85_R222_L21	gma-miR169m.v1	miR174_R90_L20	0.7969297837339926	0.0057758100474153305	0.39285714285714285	88	224	222	90
canonical-isomiR	gma-miR169m	gma-miR169m	miR85_R222_L21	13	22270427	22270527	+	gma-miR169m	miR85_R222_L21	gma-miR169m.v2	miR360_R27_L20	0.292632265407056	0.4119247686402675	0.11160714285714286	25	224	222	27
isomiR-isomiR	gma-miR169m	gma-miR169m	miR85_R222_L21	13	22270427	22270527	+	gma-miR169m.v1	miR174_R90_L20	gma-miR169m.v2	miR360_R27_L20	0.2188560739607377	0.5435318897144129	0.14705882352941177	15	102	90	27
canonical-isomiR	gma-miR169n	gma-miR169n-5p	miR137_R124_L21	15	14371590	14371694	+	gma-miR169n-5p	miR137_R124_L21	gma-miR169n-5p.v1	miR132_R129_L21	0.6552339090714727	0.03973216374938217	0.0	0	253	124	129
canonical-isomiR	gma-miR169n	gma-miR169n-5p	miR137_R124_L21	15	14371590	14371694	+	gma-miR169n-5p	miR137_R124_L21	gma-miR169n-5p.v2	miR655_R9_L22	0.4932578721950824	0.1474192849829337	0.0	0	133	124	9
isomiR-isomiR	gma-miR169n	gma-miR169n-5p	miR137_R124_L21	15	14371590	14371694	+	gma-miR169n-5p.v1	miR132_R129_L21	gma-miR169n-5p.v2	miR655_R9_L22	0.8387734076724869	0.0024217446471806576	0.0	0	138	129	9
canonical-isomiR	gma-miR169o	gma-miR169o	miR66_R283_L22	13	22275071	22275151	+	gma-miR169o	miR66_R283_L22	gma-miR169o.v1	miR1104_R3_L21	0.7195349149675124	0.018981605916222635	0.0	0	286	283	3
canonical-isomiR	gma-miR169p	gma-miR169p	miR1308_R2_L21	15	14397027	14397106	+	gma-miR169p	miR1308_R2_L21	gma-miR169p.v1	miR448_R18_L23	-0.2005920096694331	0.5784386724496926	0.0	0	20	2	18
canonical-isomiR	gma-miR169p	gma-miR169p	miR1308_R2_L21	15	14397027	14397106	+	gma-miR169p	miR1308_R2_L21	gma-miR169p.v2	miR1181_R3_L20	-0.11814395627598016	0.7451372883575842	0.0	0	5	2	3
isomiR-isomiR	gma-miR169p	gma-miR169p	miR1308_R2_L21	15	14397027	14397106	+	gma-miR169p.v1	miR448_R18_L23	gma-miR169p.v2	miR1181_R3_L20	-0.20016111288674626	0.5792722199685573	0.0	0	21	18	3
canonical-isomiR	gma-miR169r	gma-miR169r	miR66_R283_L22	17	4630149	4630233	-	gma-miR169r	miR66_R283_L22	gma-miR169r.v1	miR1104_R3_L21	0.7195349149675124	0.018981605916222635	0.0	0	286	283	3
isomiR-isomiR	gma-miR169s	gma-miR169s-5p		17	4637271	4637368	-	gma-miR169s-5p.v1	miR174_R90_L20	gma-miR169s-5p.v2	miR178_R88_L21	0.1657574839513442	0.6472048243477441	0.028901734104046242	5	173	90	88
canonical-isomiR	gma-miR169u	gma-miR169u	miR221_R62_L21	9	47137510	47137632	-	gma-miR169u	miR221_R62_L21	gma-miR169u.v1	miR360_R27_L20	0.08704849854458882	0.8110177468945164	0.0	0	89	62	27
canonical-isomiR	gma-miR169w	gma-miR169w	miR119_R149_L21	9	5318936	5319032	+	gma-miR169w	miR119_R149_L21	gma-miR169w.v1	miR174_R90_L20	0.25308333111268444	0.48049823939621966	0.0	0	239	149	90
canonical-isomiR	gma-miR169w	gma-miR169w	miR119_R149_L21	9	5318936	5319032	+	gma-miR169w	miR119_R149_L21	gma-miR169w.v2	miR178_R88_L21	0.2466152673387793	0.4921592801092608	0.0	0	237	149	88
isomiR-isomiR	gma-miR169w	gma-miR169w	miR119_R149_L21	9	5318936	5319032	+	gma-miR169w.v1	miR174_R90_L20	gma-miR169w.v2	miR178_R88_L21	0.1657574839513442	0.6472048243477441	0.028901734104046242	5	173	90	88
canonical-isomiR	gma-miR169y	gma-miR169y	miR163_R99_L22	9	5301280	5301353	+	gma-miR169y	miR163_R99_L22	gma-miR169y.v1	miR174_R90_L20	0.12978062570144566	0.7208384012004678	0.11834319526627218	20	169	99	90
canonical-isomiR	gma-miR169y	gma-miR169y	miR163_R99_L22	9	5301280	5301353	+	gma-miR169y	miR163_R99_L22	gma-miR169y.v2	miR1308_R2_L21	-0.35782883135189714	0.31000896331436245	0.01	1	100	99	2
isomiR-isomiR	gma-miR169y	gma-miR169y	miR163_R99_L22	9	5301280	5301353	+	gma-miR169y.v1	miR174_R90_L20	gma-miR169y.v2	miR1308_R2_L21	0.15379594526713594	0.6714166832395202	0.01098901098901099	1	91	90	2
canonical-isomiR	gma-miR169z	gma-miR169z	miR174_R90_L20	9	5304413	5304482	+	gma-miR169z	miR174_R90_L20	gma-miR169z.v1	miR163_R99_L22	0.12978062570144566	0.7208384012004678	0.11834319526627218	20	169	90	99
canonical-isomiR	gma-miR169z	gma-miR169z	miR174_R90_L20	9	5304413	5304482	+	gma-miR169z	miR174_R90_L20	gma-miR169z.v2	miR1308_R2_L21	0.15379594526713594	0.6714166832395202	0.01098901098901099	1	91	90	2
isomiR-isomiR	gma-miR169z	gma-miR169z	miR174_R90_L20	9	5304413	5304482	+	gma-miR169z.v1	miR163_R99_L22	gma-miR169z.v2	miR1308_R2_L21	-0.35782883135189714	0.31000896331436245	0.01	1	100	99	2
isomiR-isomiR	gma-miR171a	gma-miR171a		12	8548712	8548796	+	gma-miR171a.v1	miR271_R44_L22	gma-miR171a.v2	miR523_R13_L21	0.47702445014312156	0.1632950446896635	0.0	0	57	44	13
isomiR-isomiR	gma-miR171a	gma-miR171a		12	8548712	8548796	+	gma-miR171a.v1	miR271_R44_L22	gma-miR171a.v3	miR524_R13_L20	0.48974684665931395	0.15076987425821123	0.0	0	57	44	13
isomiR-isomiR	gma-miR171a	gma-miR171a		12	8548712	8548796	+	gma-miR171a.v2	miR523_R13_L21	gma-miR171a.v3	miR524_R13_L20	0.2763073396841855	0.4396474017828044	0.0	0	26	13	13
isomiR-isomiR	gma-miR171b	gma-miR171b-5p		4	51224207	51224280	+	gma-miR171b-5p.v1	miR128_R135_L22	gma-miR171b-5p.v2	miR529_R13_L23	0.22574771431863516	0.5305829279491641	0.0	0	148	135	13
canonical-isomiR	gma-miR171c	gma-miR171c-3p	miR142_R121_L21	7	45559602	45559685	-	gma-miR171c-3p	miR142_R121_L21	gma-miR171c-3p.v1	miR40_R422_L21	0.5329520908358406	0.11269061325896121	0.1288981288981289	62	481	121	422
canonical-isomiR	gma-miR171f	gma-miR171f	miR40_R422_L21	15	8547121	8547196	-	gma-miR171f	miR40_R422_L21	gma-miR171f.v1	miR142_R121_L21	0.5329520908358406	0.11269061325896121	0.1288981288981289	62	481	422	121
isomiR-isomiR	gma-miR171i	gma-miR171i-3p		6	50248351	50248435	-	gma-miR171i-3p.v1	miR271_R44_L22	gma-miR171i-3p.v2	miR523_R13_L21	0.47702445014312156	0.1632950446896635	0.0	0	57	44	13
isomiR-isomiR	gma-miR171i	gma-miR171i-3p		6	50248351	50248435	-	gma-miR171i-3p.v1	miR271_R44_L22	gma-miR171i-3p.v3	miR524_R13_L20	0.48974684665931395	0.15076987425821123	0.0	0	57	44	13
isomiR-isomiR	gma-miR171i	gma-miR171i-3p		6	50248351	50248435	-	gma-miR171i-3p.v2	miR523_R13_L21	gma-miR171i-3p.v3	miR524_R13_L20	0.2763073396841855	0.4396474017828044	0.0	0	26	13	13
canonical-isomiR	gma-miR171k	gma-miR171k-3p	miR63_R300_L21	13	28641523	28641608	+	gma-miR171k-3p	miR63_R300_L21	gma-miR171k-3p.v1	miR1084_R3_L22	0.4803782541003839	0.15993467360116997	0.0	0	303	300	3
canonical-isomiR	gma-miR171l	gma-miR171l-3p	miR63_R300_L21	17	8890396	8890481	-	gma-miR171l-3p	miR63_R300_L21	gma-miR171l-3p.v1	miR1084_R3_L22	0.4803782541003839	0.15993467360116997	0.0	0	303	300	3
canonical-isomiR	gma-miR171o	gma-miR171o-3p	miR142_R121_L21	13	32879271	32879352	+	gma-miR171o-3p	miR142_R121_L21	gma-miR171o-3p.v1	miR40_R422_L21	0.5329520908358406	0.11269061325896121	0.1288981288981289	62	481	121	422
canonical-isomiR	gma-miR171q	gma-miR171q	miR142_R121_L21	17	1022852	1022935	+	gma-miR171q	miR142_R121_L21	gma-miR171q.v1	miR40_R422_L21	0.5329520908358406	0.11269061325896121	0.1288981288981289	62	481	121	422
canonical-isomiR	gma-miR171r	gma-miR171r	miR209_R69_L21	4	51224524	51224602	+	gma-miR171r	miR209_R69_L21	gma-miR171r.v1	miR1006_R4_L20	0.4076563410019698	0.24225398109842408	0.0	0	73	69	4
canonical-isomiR	gma-miR171s	gma-miR171s	miR209_R69_L21	6	10905153	10905231	-	gma-miR171s	miR209_R69_L21	gma-miR171s.v1	miR1006_R4_L20	0.4076563410019698	0.24225398109842408	0.0	0	73	69	4
canonical-isomiR	gma-miR171v	gma-miR171v	miR128_R135_L22	6	10905475	10905548	-	gma-miR171v	miR128_R135_L22	gma-miR171v.v1	miR529_R13_L23	0.22574771431863516	0.5305829279491641	0.0	0	148	135	13
canonical-isomiR	gma-miR172a	gma-miR172a-5p	miR283_R41_L21	12	6200969	6201086	-	gma-miR172a-5p	miR283_R41_L21	gma-miR172a-5p.v1	miR527_R13_L20	0.5550721232271699	0.09580187256824625	0.0	0	54	41	13
canonical-isomiR	gma-miR172b	gma-miR172b-5p	miR527_R13_L20	13	43045180	43045293	-	gma-miR172b-5p	miR527_R13_L20	gma-miR172b-5p.v1	miR283_R41_L21	0.5550721232271699	0.09580187256824625	0.0	0	54	13	41
canonical-isomiR	gma-miR172f	gma-miR172f-5p	miR283_R41_L21	11	17049623	17049745	+	gma-miR172f-5p	miR283_R41_L21	gma-miR172f-5p.v1	miR527_R13_L20	0.5550721232271699	0.09580187256824625	0.0	0	54	41	13
canonical-isomiR	gma-miR172i	gma-miR172i-3p	miR737_R7_L21	15	2973009	2973159	-	gma-miR172i-3p	miR737_R7_L21	gma-miR172i-3p.v1	miR1003_R4_L21	-0.24377605163455698	0.49731585961761404	0.0	0	11	7	4
canonical-isomiR	gma-miR172l	gma-miR172l	miR737_R7_L21	13	44288043	44288198	+	gma-miR172l	miR737_R7_L21	gma-miR172l.v1	miR1003_R4_L21	-0.24377605163455698	0.49731585961761404	0.0	0	11	7	4
canonical-isomiR	gma-miR2109	gma-miR2109-3p	miR49_R362_L21	4	37996620	37996688	-	gma-miR2109-3p	miR49_R362_L21	gma-miR2109-3p.v1	miR272_R44_L22	-0.02103380886521848	0.9540088941443112	0.0	0	406	362	44
isomiR-isomiR	gma-miR2109	gma-miR2109-5p		4	37996617	37996691	-	gma-miR2109-5p.v1	miR43_R396_L21	gma-miR2109-5p.v2	miR607_R11_L22	0.05676247432353903	0.8762313809511273	0.0	0	407	396	11
canonical-isomiR	gma-miR2111a	gma-miR2111a	miR414_R22_L21	1	35185899	35185966	+	gma-miR2111a	miR414_R22_L21	gma-miR2111a.v1	miR575_R12_L22	0.26602970694246564	0.4575255881594267	0.0	0	34	22	12
canonical-isomiR	gma-miR2111a	gma-miR2111a-5p	miR68_R282_L20	1	35185899	35185966	+	gma-miR2111a-5p	miR68_R282_L20	gma-miR2111a-5p.v1	miR354_R28_L21	0.325350127010975	0.35896822187360655	0.0	0	310	282	28
canonical-isomiR	gma-miR2111b	gma-miR2111b	miR354_R28_L21	18	48222124	48222189	-	gma-miR2111b	miR354_R28_L21	gma-miR2111b.v1	miR68_R282_L20	0.325350127010975	0.35896822187360655	0.0	0	310	28	282
canonical-isomiR	gma-miR2111b	gma-miR2111b-3p	miR336_R31_L21	18	48222124	48222189	-	gma-miR2111b-3p	miR336_R31_L21	gma-miR2111b-3p.v1	miR372_R27_L22	0.5945783513147246	0.0698445744315028	0.0	0	58	31	27
canonical-isomiR	gma-miR2111c	gma-miR2111c	miR354_R28_L21	18	48250414	48250478	-	gma-miR2111c	miR354_R28_L21	gma-miR2111c.v1	miR68_R282_L20	0.325350127010975	0.35896822187360655	0.0	0	310	28	282
canonical-isomiR	gma-miR2111e	gma-miR2111e	miR354_R28_L21	7	16424451	16424520	-	gma-miR2111e	miR354_R28_L21	gma-miR2111e.v1	miR68_R282_L20	0.325350127010975	0.35896822187360655	0.0	0	310	28	282
canonical-isomiR	gma-miR2111e	gma-miR2111e-3p	miR336_R31_L21	7	16424451	16424520	-	gma-miR2111e-3p	miR336_R31_L21	gma-miR2111e-3p.v1	miR372_R27_L22	0.5945783513147246	0.0698445744315028	0.0	0	58	31	27
canonical-isomiR	gma-miR2111f	gma-miR2111f	miR354_R28_L21	7	16449012	16449076	-	gma-miR2111f	miR354_R28_L21	gma-miR2111f.v1	miR68_R282_L20	0.325350127010975	0.35896822187360655	0.0	0	310	28	282
canonical-isomiR	gma-miR2111f	gma-miR2111f-3p	miR495_R15_L21	7	16448889	16449076	-	gma-miR2111f-3p	miR495_R15_L21	gma-miR2111f-3p.v1	miR780_R7_L22	-0.15754041867606852	0.6638068289092547	0.0	0	22	15	7
canonical-isomiR	gma-miR2111g	gma-miR2111g	miR125_R140_L21	1	35163434	35163498	+	gma-miR2111g	miR125_R140_L21	gma-miR2111g.v1	miR252_R51_L20	0.7222166159717699	0.018331468716623844	0.0	0	191	140	51
canonical-isomiR	gma-miR2118a	gma-miR2118a-3p	miR381_R25_L21	20	40692154	40692258	+	gma-miR2118a-3p	miR381_R25_L21	gma-miR2118a-3p.v1	miR2_R756_L22	0.2657010823854355	0.45810253757510305	0.0	0	781	25	756
canonical-isomiR	gma-miR2118b	gma-miR2118b-3p	miR381_R25_L21	10	51698209	51698293	-	gma-miR2118b-3p	miR381_R25_L21	gma-miR2118b-3p.v1	miR2_R756_L22	0.2657010823854355	0.45810253757510305	0.0	0	781	25	756
canonical-isomiR	gma-miR2118b	gma-miR2118b-5p	miR18_R676_L22	10	51698208	51698459	-	gma-miR2118b-5p	miR18_R676_L22	gma-miR2118b-5p.v1	miR861_R6_L20	-0.15338620032091033	0.6722510519629092	0.0	0	682	676	6
canonical-isomiR	gma-miR2118b	gma-miR2118b-5p	miR18_R676_L22	10	51698208	51698459	-	gma-miR2118b-5p	miR18_R676_L22	gma-miR2118b-5p.v2	miR1062_R4_L23	-0.6501946013603189	0.041816571064734895	0.0	0	680	676	4
canonical-isomiR	gma-miR2118b	gma-miR2118b-5p	miR18_R676_L22	10	51698208	51698459	-	gma-miR2118b-5p	miR18_R676_L22	gma-miR2118b-5p.v3	miR1560_R2_L21	-0.15338620032091033	0.6722510519629092	0.0	0	678	676	2
isomiR-isomiR	gma-miR2118b	gma-miR2118b-5p	miR18_R676_L22	10	51698208	51698459	-	gma-miR2118b-5p.v1	miR861_R6_L20	gma-miR2118b-5p.v2	miR1062_R4_L23	-0.1111111111111111	0.759922968348739	0.0	0	10	6	4
isomiR-isomiR	gma-miR2118b	gma-miR2118b-5p	miR18_R676_L22	10	51698208	51698459	-	gma-miR2118b-5p.v1	miR861_R6_L20	gma-miR2118b-5p.v3	miR1560_R2_L21	0.9999999999999999	0.0	0.0	0	8	6	2
isomiR-isomiR	gma-miR2118b	gma-miR2118b-5p	miR18_R676_L22	10	51698208	51698459	-	gma-miR2118b-5p.v2	miR1062_R4_L23	gma-miR2118b-5p.v3	miR1560_R2_L21	-0.11111111111111108	0.759922968348739	0.0	0	6	4	2
canonical-isomiR	gma-miR319a	gma-miR319a	miR27_R544_L20	5	42494509	42494674	-	gma-miR319a	miR27_R544_L20	gma-miR319a.v1	miR127_R137_L21	0.7254555574275441	0.017567020647080676	0.0	0	681	544	137
canonical-isomiR	gma-miR319a	gma-miR319a	miR27_R544_L20	5	42494509	42494674	-	gma-miR319a	miR27_R544_L20	gma-miR319a.v2	miR210_R68_L22	0.7884434022281044	0.006729016821146314	0.058823529411764705	34	578	544	68
canonical-isomiR	gma-miR319a	gma-miR319a	miR27_R544_L20	5	42494509	42494674	-	gma-miR319a	miR27_R544_L20	gma-miR319a.v3	miR820_R6_L21	0.14068400680483295	0.6982726561428141	0.0	0	550	544	6
isomiR-isomiR	gma-miR319a	gma-miR319a	miR27_R544_L20	5	42494509	42494674	-	gma-miR319a.v1	miR127_R137_L21	gma-miR319a.v2	miR210_R68_L22	0.8528151037694716	0.0017123311407636448	0.12637362637362637	23	182	137	68
isomiR-isomiR	gma-miR319a	gma-miR319a	miR27_R544_L20	5	42494509	42494674	-	gma-miR319a.v1	miR127_R137_L21	gma-miR319a.v3	miR820_R6_L21	-0.0636933270946701	0.8612347085354931	0.0	0	143	137	6
isomiR-isomiR	gma-miR319a	gma-miR319a	miR27_R544_L20	5	42494509	42494674	-	gma-miR319a.v2	miR210_R68_L22	gma-miR319a.v3	miR820_R6_L21	0.1219438985786243	0.73717914584927	0.0	0	74	68	6
canonical-isomiR	gma-miR319b	gma-miR319b	miR27_R544_L20	8	1664543	1664709	-	gma-miR319b	miR27_R544_L20	gma-miR319b.v1	miR127_R137_L21	0.7254555574275441	0.017567020647080676	0.0	0	681	544	137
canonical-isomiR	gma-miR319b	gma-miR319b	miR27_R544_L20	8	1664543	1664709	-	gma-miR319b	miR27_R544_L20	gma-miR319b.v2	miR210_R68_L22	0.7884434022281044	0.006729016821146314	0.058823529411764705	34	578	544	68
canonical-isomiR	gma-miR319b	gma-miR319b	miR27_R544_L20	8	1664543	1664709	-	gma-miR319b	miR27_R544_L20	gma-miR319b.v3	miR820_R6_L21	0.14068400680483295	0.6982726561428141	0.0	0	550	544	6
isomiR-isomiR	gma-miR319b	gma-miR319b	miR27_R544_L20	8	1664543	1664709	-	gma-miR319b.v1	miR127_R137_L21	gma-miR319b.v2	miR210_R68_L22	0.8528151037694716	0.0017123311407636448	0.12637362637362637	23	182	137	68
isomiR-isomiR	gma-miR319b	gma-miR319b	miR27_R544_L20	8	1664543	1664709	-	gma-miR319b.v1	miR127_R137_L21	gma-miR319b.v3	miR820_R6_L21	-0.0636933270946701	0.8612347085354931	0.0	0	143	137	6
isomiR-isomiR	gma-miR319b	gma-miR319b	miR27_R544_L20	8	1664543	1664709	-	gma-miR319b.v2	miR210_R68_L22	gma-miR319b.v3	miR820_R6_L21	0.1219438985786243	0.73717914584927	0.0	0	74	68	6
canonical-isomiR	gma-miR319c	gma-miR319c	miR189_R77_L20	14	49272886	49273065	-	gma-miR319c	miR189_R77_L20	gma-miR319c.v1	miR16_R686_L21	0.2910643820934608	0.41455064973985745	0.10901162790697674	75	688	77	686
canonical-isomiR	gma-miR319c	gma-miR319c	miR189_R77_L20	14	49272886	49273065	-	gma-miR319c	miR189_R77_L20	gma-miR319c.v2	miR798_R6_L21	-0.3393461852853301	0.33741832958107176	0.0	0	83	77	6
canonical-isomiR	gma-miR319c	gma-miR319c	miR189_R77_L20	14	49272886	49273065	-	gma-miR319c	miR189_R77_L20	gma-miR319c.v3	miR1263_R2_L22	0.1791998689886285	0.620347725857696	0.0	0	79	77	2
canonical-isomiR	gma-miR319c	gma-miR319c	miR189_R77_L20	14	49272886	49273065	-	gma-miR319c	miR189_R77_L20	gma-miR319c.v4	miR1391_R2_L20	0.1418163162386454	0.6959410477064729	0.0	0	79	77	2
isomiR-isomiR	gma-miR319c	gma-miR319c	miR189_R77_L20	14	49272886	49273065	-	gma-miR319c.v1	miR16_R686_L21	gma-miR319c.v2	miR798_R6_L21	-0.11269243376697351	0.7565921528916879	0.0	0	692	686	6
isomiR-isomiR	gma-miR319c	gma-miR319c	miR189_R77_L20	14	49272886	49273065	-	gma-miR319c.v1	miR16_R686_L21	gma-miR319c.v3	miR1263_R2_L22	0.07955679443465949	0.8270668238009261	0.0	0	688	686	2
isomiR-isomiR	gma-miR319c	gma-miR319c	miR189_R77_L20	14	49272886	49273065	-	gma-miR319c.v1	miR16_R686_L21	gma-miR319c.v4	miR1391_R2_L20	0.026414731354533275	0.942258075142274	0.0	0	688	686	2
isomiR-isomiR	gma-miR319c	gma-miR319c	miR189_R77_L20	14	49272886	49273065	-	gma-miR319c.v2	miR798_R6_L21	gma-miR319c.v3	miR1263_R2_L22	-0.11111111111111108	0.759922968348739	0.0	0	8	6	2
isomiR-isomiR	gma-miR319c	gma-miR319c	miR189_R77_L20	14	49272886	49273065	-	gma-miR319c.v2	miR798_R6_L21	gma-miR319c.v4	miR1391_R2_L20	-0.1111111111111111	0.759922968348739	0.0	0	8	6	2
isomiR-isomiR	gma-miR319c	gma-miR319c	miR189_R77_L20	14	49272886	49273065	-	gma-miR319c.v3	miR1263_R2_L22	gma-miR319c.v4	miR1391_R2_L20	-0.11111111111111109	0.759922968348739	0.0	0	4	2	2
canonical-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e	miR27_R544_L20	gma-miR319e.v1	miR127_R137_L21	0.7254555574275441	0.017567020647080676	0.0	0	681	544	137
